index,ID,label,tanggal,judul,narasi,nama file gambar,text,clean
2465,574365,1,2020-05-24 00:00:00,Pegawai Pusat Perbelanjaan Luwes Gading Dijemput Petugas Medis,"Ojo Nang Luwes Gading Sik, Hari Ini Pegawene Ono Sing Dijemput Soko Muwardi",574365.png,"pegawai pusat perbelanjaan luwes gading dijemput petugas medis ojo nang luwes gading sik, hari ini pegawene ono sing dijemput soko muwardi",pegawai pusat belanja luwes gading jemput tugas medis ojo nang luwes gading sik pegawene ono sing jemput soko muwardi
2466,574978,1,2020-03-29 00:00:00,India Lockdown Failed!! Video,India Lockdown Failed!!,574978.png,india lockdown failed!! video india lockdown failed!!,india lockdown failed video india lockdown failed
2467,575135,1,2020-03-16 00:00:00,China Akui Dokter Palestina Penemu Vaksin Corona yang Terbukti Ampuh 100 Persen,China Akui Dokter Palestina Penemu Vaksin Corona yang Terbukti Ampuh 100 Persen,575135.png,china akui dokter palestina penemu vaksin corona yang terbukti ampuh 100 persen china akui dokter palestina penemu vaksin corona yang terbukti ampuh 100 persen,china aku dokter palestina temu vaksin corona bukti ampuh 100 persen china aku dokter palestina temu vaksin corona bukti ampuh 100 persen
2468,575335,1,2020-02-18 00:00:00,"Setelah cina di landa virus corona,allah beri hadiah kpd umat muslim di cina yaitu terbukanya mesjid2 seluruh daratan cina","Setelah cina di landa virus corona,allah beri hadiah kpd umat muslim di cina yaitu terbukanya mesjid2 seluruh daratan cina,” posting akun Facebook Janee Jnngspo atau @wahyu.rabbani.35, Kamis, 6 Februari 2020.",575335.png,"setelah cina di landa virus corona,allah beri hadiah kpd umat muslim di cina yaitu terbukanya mesjid2 seluruh daratan cina setelah cina di landa virus corona,allah beri hadiah kpd umat muslim di cina yaitu terbukanya mesjid2 seluruh daratan cina,” posting akun facebook janee jnngspo atau @wahyu.rabbani.35, kamis, 6 februari 2020.",cina landa virus corona allah hadiah kpd ummat muslim cina buka mesjid darat cina cina landa virus corona allah hadiah kpd ummat muslim cina buka mesjid darat cina posting akun facebook janee jnngspo wahyu rabbani 35 kamis februari 2020
2469,575434,1,2020-01-30 00:00:00,MEREKA JUGA MEMAKAN JANIN BAYI,"SETELAH BEBERAPA VIDEO MENJIJIKAN MEREKA MEMAKAN BINATANG2 LIAR,
 DAN BINATANG HIDUP2 MEREKA SANTAP.
 .
 .
 TAPI MEREKA JUGA MEMAKAN JANIN BAYI YANG DI REBUS DI SUP BUAT SANTAPAN JUGA.",575434.png,"mereka juga memakan janin bayi setelah beberapa video menjijikan mereka memakan binatang2 liar, dan binatang hidup2 mereka santap. . . tapi mereka juga memakan janin bayi yang di rebus di sup buat santapan juga.",makan janin bayi video jijik makan binatang liar binatang hidup santap makan janin bayi rebus sup santap
2470,575494,1,2020-01-20 00:00:00,Seorang Kanibal Berkeliaran Di Baubau Sulawesi Tenggara,Sekilas info. Kalau ada yang tok tok atau ketemu dijalan sama orang aneh. Ciri cirinya pokoknya dy aneh dan gayanya orang *** skali. hati hati. Tuh buronan plus kanibal. kasusnya baru baru d bombana da perkosa cewek dan diamakan organnya. 2 hari lalu sempat kedapatan dibone bone dy iris tangannya permpuan dan diisap darahnya. trus semalam intel dy temukan lalu lalang d sekitar perintis.,575494.jpg,seorang kanibal berkeliaran di baubau sulawesi tenggara sekilas info. kalau ada yang tok tok atau ketemu dijalan sama orang aneh. ciri cirinya pokoknya dy aneh dan gayanya orang *** skali. hati hati. tuh buronan plus kanibal. kasusnya baru baru d bombana da perkosa cewek dan diamakan organnya. 2 hari lalu sempat kedapatan dibone bone dy iris tangannya permpuan dan diisap darahnya. trus semalam intel dy temukan lalu lalang d sekitar perintis.,kanibal liar baubau sulawesi tenggara kilas info tok tok ketemu jalan orang aneh ciri ciri pokok dy aneh gaya orang hati hati tuh buron plus kanibal kasus bombana da perkosa cewek ama organ dapat dibone bone dy iris tangan permpuan isap darah malam intel dy temu lalang rintis
2471,575688,1,2019-12-20 00:00:00,Menhan Prabowo Ditekan Untuk Beli Pesawat Tempur Dari China,"Letjen. TNI/ Purn. H. Syarwan Hamid SP. i: Saya baru dapat info bahwa pak Prabowo ditekan utk menandatangani perjanjian pembelian pesawat tempur buatan China,
 
 Padahal menurut pak IS (mantan Kasau) pesawat yang sejenis yg dari rusia jauh lebih bagus, dan harga terjangkau",575688.jpg,"menhan prabowo ditekan untuk beli pesawat tempur dari china letjen. tni/ purn. h. syarwan hamid sp. i: saya baru dapat info bahwa pak prabowo ditekan utk menandatangani perjanjian pembelian pesawat tempur buatan china, padahal menurut pak is (mantan kasau) pesawat yang sejenis yg dari rusia jauh lebih bagus, dan harga terjangkau",menhan prabowo tekan beli pesawat tempur china letjen tni purn syarwan hamid sp info prabowo tekan menandatangani janji beli pesawat tempur buat china mantan kasau pesawat jenis rusia bagus harga jangkau
2472,575829,1,2019-11-27 00:00:00,Emoticon Baterai Pengisi Baterai Ponsel Ciptaan Mahasiswa Terbaik UI,"Ni magic betul Serius………..dicipta oleh Afrizal Abdi Assyifa .mahasiswa terbaik UI UI
 🔋🔋🔋🔋
 Coba kirim ke 4 grup dan bettery anda akan penuh 100%. Asli n coba",575829.jpg,emoticon baterai pengisi baterai ponsel ciptaan mahasiswa terbaik ui ni magic betul serius………..dicipta oleh afrizal abdi assyifa .mahasiswa terbaik ui ui 🔋🔋🔋🔋 coba kirim ke 4 grup dan bettery anda akan penuh 100%. asli n coba,emoticon baterai isi baterai ponsel cipta mahasiswa baik ui ni magic serius cipta afrizal abdi assyifa mahasiswa baik ui ui battery battery battery battery coba kirim grup bettery penuh 100 asli coba
2473,575876,1,2019-11-14 00:00:00,Photo of Chaiyut Kaewplang,We have a meeting with The director of the Arthritis Institute and the director of the Chaipayut Kaewplang Medical Association and asked him about the comments mentioned above. And provide the official position of the Ministry of Public Health regarding the development of new drugs,575876.png,photo of chaiyut kaewplang we have a meeting with the director of the arthritis institute and the director of the chaipayut kaewplang medical association and asked him about the comments mentioned above. and provide the official position of the ministry of public health regarding the development of new drugs,photo chaiyut kaewplang meeting director arthritis institute director chaipayut kaewplang medical association asked comments mentioned provide official position ministry public health development new drugs
2474,575886,1,2019-11-12 00:00:00,"Binatang Langka Sangat Berbahaya, Biasanya Di Daun Pohon Mangga","Ini adalah binatang yang langka dan sangat berbahaya, biasanya di daun Pohon Mangga. Orang yang terkena gigitan binatang itu secara langsung. Umum nya akan Wafat setelah 4 jam dari gigitan itu. Akibat Dehidrasi Yang Sangat Dahsyat. Sangat berbahaya sekali. Mohon sebarkan,. Terutama kpda saudara-saudari kita yang Dekat dgn Pohon Mangga… Terima kasih. Sumber :WAG entomolog kesehatan P2P kemenkes RI.",575886.jpg,"binatang langka sangat berbahaya, biasanya di daun pohon mangga ini adalah binatang yang langka dan sangat berbahaya, biasanya di daun pohon mangga. orang yang terkena gigitan binatang itu secara langsung. umum nya akan wafat setelah 4 jam dari gigitan itu. akibat dehidrasi yang sangat dahsyat. sangat berbahaya sekali. mohon sebarkan,. terutama kpda saudara-saudari kita yang dekat dgn pohon mangga… terima kasih. sumber :wag entomolog kesehatan p2p kemenkes ri.",binatang langka bahaya daun pohon mangga binatang langka bahaya daun pohon mangga orang kena gigit binatang langsung nya wafat jam gigit akibat dehidrasi dahsyat bahaya mohon sebar kpda saudara saudari dgn pohon mangga terima kasih sumber wag entomolog sehat 2p kemenkes ri
2475,575994,1,2019-10-19 00:00:00,Makhluk ini Dari India,"Makhluk ini Dari India Dia Selalu gencar Menghina Islam,Adzan Di Cela,Wanita Berkerudung Di Lempari Batu Dan Di Bilang Kepanasan dsb. Dia juga Men- Tuhankan Sapi. Inilah baru azab yg pedih Di Dunia, silahkan nikmati lg azab yg sngat dahsyat di neraka ya",575994.png,"makhluk ini dari india makhluk ini dari india dia selalu gencar menghina islam,adzan di cela,wanita berkerudung di lempari batu dan di bilang kepanasan dsb. dia juga men- tuhankan sapi. inilah baru azab yg pedih di dunia, silahkan nikmati lg azab yg sngat dahsyat di neraka ya",makhluk india makhluk india gencar hina islam adzan cela wanita kerudung lempari batu bilang panas men tuhan sapi azab pedih dunia silah nikmat lg azab dahsyat neraka
2476,576498,1,2019-07-16 00:00:00,Nanas Madu Dapat Merusak Ginjal,"Ini biasa dipasar sebut nanas madu, perbiji 7ribu, mulai saat ini jgn mkn lg. Tolong jangan makan nanas mini Thailand. Taiwan sudah menolak setelah mereka mengirim ke laboratorium untuk memeriksa dan menemukan nanas ini bercampur dengan asam siklam yang dapat merusak ginjal kita. Harap teruskan ke keluarga dan teman Anda.",576498.jpg,"nanas madu dapat merusak ginjal ini biasa dipasar sebut nanas madu, perbiji 7ribu, mulai saat ini jgn mkn lg. tolong jangan makan nanas mini thailand. taiwan sudah menolak setelah mereka mengirim ke laboratorium untuk memeriksa dan menemukan nanas ini bercampur dengan asam siklam yang dapat merusak ginjal kita. harap teruskan ke keluarga dan teman anda.",nanas madu rusak ginjal pasar nanas madu biji 7ribu jgn mkn lg makan nanas mini thailand taiwan tolak kirim laboratorium periksa temu nanas campur asam siklam rusak ginjal harap terus keluarga teman
2477,576631,1,2019-06-28 00:00:00,"Di Jepang  Plonga-Plongo Sendiri, Gak Ada yang Kasih Ucapan Selamat. Katanya Sih Udah Menang","nasib jadi presiden hasil dimenangkan ya begini.
di negeri sendiri dibenci rakyat nya, di negara lain di asing kan.
semua akan melongo pada waktu nya.",576631.png,"di jepang plonga-plongo sendiri, gak ada yang kasih ucapan selamat. katanya sih udah menang nasib jadi presiden hasil dimenangkan ya begini. di negeri sendiri dibenci rakyat nya, di negara lain di asing kan. semua akan melongo pada waktu nya.",jepang plonga plongo gak kasih ucap selamat sih udah menang nasib presiden hasil menang negeri benci rakyat nya negara asing longo nya
2478,576689,1,2019-06-15 00:00:00,Polwan kiriman tiap malam datang dari soeta,"Polwan kiriman tiap malam datang dr soeta ,ngaku touris ehh malah dijadikan polwan,Allah tlah buka borok borok polisi nkri",576689.png,"polwan kiriman tiap malam datang dari soeta polwan kiriman tiap malam datang dr soeta ,ngaku touris ehh malah dijadikan polwan,allah tlah buka borok borok polisi nkri",polwan kirim malam soeta polwan kirim malam dr soeta ngaku touris ehh jadi polwan allah buka borok borok polisi nkri
2479,576760,1,2019-05-26 00:00:00,Heli Pembawa Air Memadamkan Api,"Betulkan Video ini?
Sebuah Helicopter menyemprot bubuk putih ke arah massa?",576760.png,heli pembawa air memadamkan api betulkan video ini? sebuah helicopter menyemprot bubuk putih ke arah massa?,heli bawa air madam api betul video helicopter semprot bubuk putih arah massa
2480,576868,1,2019-05-08 00:00:00,Artikel Tempo Berjudul Jokowi : Korban Meninggal itu sudah Takdir Jangan di Perpanjang lagi,"Enteng bener lue ngomongnya jok.

Kya gak ada harganya nyawa rakyat.

Korban ini ratusan,bukan satu dua yg meninggal.",576868.jpg,"artikel tempo berjudul jokowi : korban meninggal itu sudah takdir jangan di perpanjang lagi enteng bener lue ngomongnya jok. kya gak ada harganya nyawa rakyat. korban ini ratusan,bukan satu dua yg meninggal.",artikel tempo judul jokowi korban tinggal takdir panjang enteng bener lue ngomongnya jok kya gak harga nyawa rakyat korban ratus tinggal
2481,576893,1,2019-05-04 00:00:00,BARESKRIM POLRI GAMBIR JADI PUSAT KENDALI SITUNG KPU,”GILA … TERNYATA BARESKRIM MABES POLRI DI GAMBIR JADI PUSAT KENDALI SITUNG KPU ,576893.png,bareskrim polri gambir jadi pusat kendali situng kpu ”gila … ternyata bareskrim mabes polri di gambir jadi pusat kendali situng kpu,bareskrim polri gambir pusat kendali situng kpu gila bareskrim mabes polri gambir pusat kendali situng kpu
2482,576926,1,2019-04-28 00:00:00,Jalur Puncak Macet Parah Akibat Bencana,"info
Puncak Bogor berduka telah terjadi longsor di beberapa titik dan banjir. Desa Megamendung longsor sampay KFC sama tugu Citamiang banjir bandang di jalur puncak ada yang lonsor cuma blm dapat titik nya di Cipayung muara jembatan putus semoga tidak ada korban jiwa. Puncak macet parah!!,",576926.png,"jalur puncak macet parah akibat bencana info puncak bogor berduka telah terjadi longsor di beberapa titik dan banjir. desa megamendung longsor sampay kfc sama tugu citamiang banjir bandang di jalur puncak ada yang lonsor cuma blm dapat titik nya di cipayung muara jembatan putus semoga tidak ada korban jiwa. puncak macet parah!!,",jalur puncak macet parah akibat bencana info puncak bogor duka longsor titik banjir desa megamendung longsor kfc tugu citamiang banjir bandang jalur puncak lonsor blm titik nya cipayung muara jembatan putus moga korban jiwa puncak macet parah
2483,577197,1,2019-03-18 00:00:00,Cuitan Akun Twitter @LiesSugiyarti yang Membahas Pernyataan Sandiaga Uno saat Debat Cawapres,"Pa Sandiaga Uno sebaiknya jgn bawa bawa saya dalam debat. Saya di Sragen sdh susah. Jangan buat saya lebih susah. Nanti netizen DM saya, ajak saya kopdar lalu nanti saya harus bikin thread. Plis pa Sandiaga Uno. Saya hormat kpd Anda walau terakhir saya dengar anda ga bayar kopi",577197.png,"cuitan akun twitter @liessugiyarti yang membahas pernyataan sandiaga uno saat debat cawapres pa sandiaga uno sebaiknya jgn bawa bawa saya dalam debat. saya di sragen sdh susah. jangan buat saya lebih susah. nanti netizen dm saya, ajak saya kopdar lalu nanti saya harus bikin thread. plis pa sandiaga uno. saya hormat kpd anda walau terakhir saya dengar anda ga bayar kopi",cuit akun twitter liessugiyarti bahas nyata sandiaga uno debat cawapres pa sandiaga uno jgn bawa bawa debat sragen susah susah netizen dm ajak kopdar bikin thread plis pa sandiaga uno hormat kpd dengar ga bayar kopi
2484,577475,1,2019-02-05 00:00:00,Maimon Herawati : TOLAK RUU Pro Zina,"AWAS RUU Pro Zina akan disahkan!! BACA dan renungi. RUU Penghapusan Kekerasan Seksual ini berpandangan pengontrol tubuh perempuan adalah perempuan. Perempuan bebas dari kekerasan seksual. Ide bahwa perempuan harus diberikan kekuatan hukum untuk melindungi dirinya, ini benar dan sangat bagus.",577475.png,"maimon herawati : tolak ruu pro zina awas ruu pro zina akan disahkan!! baca dan renungi. ruu penghapusan kekerasan seksual ini berpandangan pengontrol tubuh perempuan adalah perempuan. perempuan bebas dari kekerasan seksual. ide bahwa perempuan harus diberikan kekuatan hukum untuk melindungi dirinya, ini benar dan sangat bagus.",maimon herawati tolak ruu pro zina awas ruu pro zina sah baca renung ruu hapus keras seksual pandang kontrol tubuh perempuan perempuan perempuan bebas keras seksual ide perempuan kuat hukum lindung bagus
2485,578279,0,2018-09-24 00:00:00,Pihak Kepolisian dan The Jakmania Bantah Melakukan Sweeping Plat D di Halim Perdana Kususma Semalam,"Beredar sebuah pesan berantai di aplikasi whatsapp yang menyebutkan warga Bandung dan sekitarnya agar berhati-hati karena para jakmania sedang melakukan sweeping kendaraan ber plat D di daerah Halim Perdana Kusuma. Diketahui, plat D merupakan nomor identitas kendaraan bermotor dari Bandung.",578279.jpg,"pihak kepolisian dan the jakmania bantah melakukan sweeping plat d di halim perdana kususma semalam beredar sebuah pesan berantai di aplikasi whatsapp yang menyebutkan warga bandung dan sekitarnya agar berhati-hati karena para jakmania sedang melakukan sweeping kendaraan ber plat d di daerah halim perdana kusuma. diketahui, plat d merupakan nomor identitas kendaraan bermotor dari bandung.",polisi jakmania bantah sweeping plat halim perdana kususma malam edar pesan beranta aplikasi whatsapp warga bandung hati hati jakmania sweeping kendara ber plat daerah halim perdana kusuma plat nomor identitas kendara motor bandung
2486,578531,0,19-Agu-18,"Viral Karnaval TK Bercadar dan Bersenjata, Ini Penjelasan Sekolah","Pakaian peserta pawai budaya di Probolinggo yang mengenakan jubah dan bercadar hitam serta menenteng replika senjata viral di media sosial. Sontak, cara perpakaian itu mendapat sorotan dari warganet",578531.png,"viral karnaval tk bercadar dan bersenjata, ini penjelasan sekolah pakaian peserta pawai budaya di probolinggo yang mengenakan jubah dan bercadar hitam serta menenteng replika senjata viral di media sosial. sontak, cara perpakaian itu mendapat sorotan dari warganet",viral karnaval tk cadar senjata jelas sekolah pakai serta pawai budaya probolinggo kena jubah cadar hitam tenteng replika senjata viral media sosial sontak pakai sorot warganet
2487,578825,1,2018-07-03 00:00:00,Jokowi Angkat Bicara Terkait Demo Massa #2019GantiPresiden di depan Toko Markobar,"Demo silahkan, tapi mbok yang pinter dikit.",578825.jpg,"jokowi angkat bicara terkait demo massa #2019gantipresiden di depan toko markobar demo silahkan, tapi mbok yang pinter dikit.",jokowi angkat bicara kait demo massa 2019gantipresiden toko markobar demo silah mbok pinter dikit
2488,579912,1,2017-12-12 00:00:00,"Tolak Marsekal Hadi Tjahjanto Menjadi Panglima TNI, karena TNI Bukan Milik PDIP","Rekan Saudaraku MCA, Mari Viralkan..untuk menolak Marsekal Hadi Tjahjanto (KASAU) menjadi Panglima TNI, karena mantan AJUDAN MEGAWATI dan Titipan PDIP atheis.
Namun kita dukung KASAD dari TNI-AD atau KASAL dari TNI AL untuk menjadi Panglima TNI ..ayo kita sampaikan suara Kita ke DPR karena TNI milik rakyat bukan milik PARTAI PDIP (PKI).",579912.jpg,"tolak marsekal hadi tjahjanto menjadi panglima tni, karena tni bukan milik pdip rekan saudaraku mca, mari viralkan..untuk menolak marsekal hadi tjahjanto (kasau) menjadi panglima tni, karena mantan ajudan megawati dan titipan pdip atheis. namun kita dukung kasad dari tni-ad atau kasal dari tni al untuk menjadi panglima tni ..ayo kita sampaikan suara kita ke dpr karena tni milik rakyat bukan milik partai pdip (pki).",tolak marsekal had tjahjanto panglima tni tni milik pdip rekan saudara mca viralkan tolak marsekal had tjahjanto kasau panglima tni mantan ajudan megawati titip pdip atheis dukung kasad tni ad kasal tni al panglima tni ayo suara dpr tni milik rakyat milik partai pdip pki
2489,580218,0,2017-10-25 00:00:00,bijaksana memilih sumber berita online,bijaksana memilih sumber berita online,580218.png,bijaksana memilih sumber berita online bijaksana memilih sumber berita online,bijaksana pilih sumber berita online bijaksana pilih sumber berita online
2490,580244,0,2017-10-20 00:00:00,Cetak e-KTP di Nusantara Expo TMII Bisa Langsung Jadi,"Mau share info buat temen2 yg E-KTP nya belum jadi2 masih dalam bentuk surat keterangan, bisa cetak KTP langsung jadi di pameran KEMENDAGRI di Keong Mas TMII sampai hari minggu 22 oktober 2017. Barangkali ada keluarga, tetangga, temen dll yg udah lama KTP nya gak jadi2, cukup bawa surat keterangannya aja kesana.
 Pelayanan dari jam 8 pagi – 4 sore ya..",580244.jpg,"cetak e-ktp di nusantara expo tmii bisa langsung jadi mau share info buat temen2 yg e-ktp nya belum jadi2 masih dalam bentuk surat keterangan, bisa cetak ktp langsung jadi di pameran kemendagri di keong mas tmii sampai hari minggu 22 oktober 2017. barangkali ada keluarga, tetangga, temen dll yg udah lama ktp nya gak jadi2, cukup bawa surat keterangannya aja kesana. pelayanan dari jam 8 pagi – 4 sore ya..",cetak ktp nusantara expo tmii langsung share info temen ktp nya bentuk surat terang cetak ktp langsung pamer kemendagri keong mas tmii minggu 22 oktober 2017 barangkali keluarga tetangga temen udah ktp nya gak bawa surat terang aja kesana layan jam pagi sore
2491,580392,1,2017-09-18 00:00:00,: Usulan KH Wahid Hasyim yang Menyebutkan Bahwa Agama Negara Indonesia Adalah Islam,Usulan KH Wahid Hasyim yang Menyebutkan Bahwa Agama Negara Indonesia Adalah Islam,580392.jpg,: usulan kh wahid hasyim yang menyebutkan bahwa agama negara indonesia adalah islam usulan kh wahid hasyim yang menyebutkan bahwa agama negara indonesia adalah islam,usul kh wahid hasyim agama negara indonesia islam usul kh wahid hasyim agama negara indonesia islam
2492,580408,0,2017-09-08 00:00:00,"Mesranya Biksu Myanmar dan Syiah, Usai Bantai Muslim Rohingya","Mesranya Biksu Myanmar dan Syiah, Usai Bantai Muslim Rohingya”",580408.png,"mesranya biksu myanmar dan syiah, usai bantai muslim rohingya mesranya biksu myanmar dan syiah, usai bantai muslim rohingya”",mesra biksu myanmar syiah bantai muslim rohingya mesra biksu myanmar syiah bantai muslim rohingya
2493,580678,0,2017-03-04 00:00:00,Halaman Surat Kabar Berbahasa Arab Memprotes Sikap Pemerintah Indonesia karena Dianggap Kurang Memiliki Tata Krama terhadap Raja Salman,"Dengan bantuan google translate dari Chrome Browser, dapat diketahui bahwa isi surat kabar tersebut sama sekali tidak membahas tentang apa yang diklaim oleh kedua akun di atas.",580678.jpg,"halaman surat kabar berbahasa arab memprotes sikap pemerintah indonesia karena dianggap kurang memiliki tata krama terhadap raja salman dengan bantuan google translate dari chrome browser, dapat diketahui bahwa isi surat kabar tersebut sama sekali tidak membahas tentang apa yang diklaim oleh kedua akun di atas.",halaman surat kabar bahasa arab protes sikap perintah indonesia anggap milik tata krama raja salman bantu google translate chrome browser isi surat kabar bahas klaim akun
2494,581993,1,2020-07-26 00:00:00,Akun Facebook Ketua KPU RI Arief Budiman,Akun Facebook Ketua KPU RI “Arief Budiman,581993.jpg,akun facebook ketua kpu ri arief budiman akun facebook ketua kpu ri “arief budiman,akun facebook ketua kpu ri arief budiman akun facebook ketua kpu ri arief budiman
2495,582046,1,2020-07-21 00:00:00,Kondisi Jenazah Korban Covid-19 Di Rumah Sakit Osmania India,"#Osmania Hospital Ka Ye Haal Hai Corona Ke Died Body’s Ko Lekar Is Virus Ko Mazak Mat Samjo Pls#” (Terjemahan): Beginilah kondisi rumah sakit #osmania, jangan anggap virus ini sebagai lelucon dengan membawa tubuh Corona. Kumohon #",582046.png,"kondisi jenazah korban covid-19 di rumah sakit osmania india #osmania hospital ka ye haal hai corona ke died body’s ko lekar is virus ko mazak mat samjo pls#” (terjemahan): beginilah kondisi rumah sakit #osmania, jangan anggap virus ini sebagai lelucon dengan membawa tubuh corona. kumohon #",kondisi jenazah korban covid 19 rumah sakit osmania india osmania hospital ka ye haal hai corona died body ko lekar virus ko mazak mat samjo pls terjemah kondisi rumah sakit osmania anggap virus lelucon bawa tubuh corona mohon
2496,582173,1,2020-07-09 00:00:00,"Jenderal TNI  DR. ENDRIARTONO SUTARTO, M.Ph., Panglima TNI ke 14 Wafat","Innalillahi wainna Illaihi Roji’un . Turut Berdukacita atas Wafatnya Jenderal TNI (Purn) DR. ENDRIARTONO SUTARTO, Mph., Panglima TNI ke 14. Semoga Almarhum Wafat dalam HUSNUL KHOTIMAH dan diampuni segala Dosa dosanya serta dilapangkan kuburnya… Alfatihah… Aamiiin….",582173.png,"jenderal tni dr. endriartono sutarto, m.ph., panglima tni ke 14 wafat innalillahi wainna illaihi roji’un . turut berdukacita atas wafatnya jenderal tni (purn) dr. endriartono sutarto, mph., panglima tni ke 14. semoga almarhum wafat dalam husnul khotimah dan diampuni segala dosa dosanya serta dilapangkan kuburnya… alfatihah… aamiiin….",jenderal tni dr endriartono sutarto ph panglima tni 14 wafat innalillahi wainna illaihi roji un dukacita wafat jenderal tni purn dr endriartono sutarto mph panglima tni 14 moga almarhum wafat husnul khotimah ampun dosa dosa lapang kubur alfatihah aamiiin
2497,582546,1,2020-05-27 00:00:00,Mamah Dedeh Meninggal Dunia,"Innaa lillaahi wa inna illaihi Roojiuun.. Telah berpulang ke Rahmatullah Ustazdah tercinta panutan muslim tanah air, MAMAH DEDEH pada hari selasa tanggal 26 Mei 2020 , pukul 22.28 WIB ,karena sakit di EKA HOSPITAL BUMI SERPONG DAMAI TANGERANG BANTEN.",582546.jpg,"mamah dedeh meninggal dunia innaa lillaahi wa inna illaihi roojiuun.. telah berpulang ke rahmatullah ustazdah tercinta panutan muslim tanah air, mamah dedeh pada hari selasa tanggal 26 mei 2020 , pukul 22.28 wib ,karena sakit di eka hospital bumi serpong damai tangerang banten.",mamah dedeh tinggal dunia innaa lillaahi wa inna illaihi rojiun pulang rahmatullah ustadz cinta panutan muslim tanah air mamah dedeh selasa tanggal 26 mei 2020 2228 wib sakit eka hospital bumi serpong damai tangerang banten
2498,582770,1,2020-05-07 00:00:00,menteri kesehatan America sdh menandatangani persetujuan penggunaan chip 666 untuk virus corona,Jangan main2 lagi menteri kesehatan America sdh menanda tangani persetujuan penggunaan chip 666 Sekarang dg virus Corona.,582770.png,menteri kesehatan america sdh menandatangani persetujuan penggunaan chip 666 untuk virus corona jangan main2 lagi menteri kesehatan america sdh menanda tangani persetujuan penggunaan chip 666 sekarang dg virus corona.,menteri sehat america menandatangani tuju guna chip 666 virus corona main menteri sehat america tanda tangan tuju guna chip 666 dg virus corona
2499,583159,1,2020-03-30 00:00:00,Foto penguburan Jenazah ibu kandung Presiden Joko Widodo meninggal dunia karena Serangan Virus Corona,"Jenazah ibu Hj. Sudjiatmi sengaja tidak di Shalati dan tidak di mandikan dan tidak boleh di layat oleh siapapun karena Sudjiatmi meninggal dunia akibat Serangan Virus Corona. Disaat penguburan, Peti mati Sudjiatmi di lempar begitu saja di dalam lobang kubur, agar Si pengubur Jenazah tidak tertular Virus Corona jenis Covid-19",583159.png,"foto penguburan jenazah ibu kandung presiden joko widodo meninggal dunia karena serangan virus corona jenazah ibu hj. sudjiatmi sengaja tidak di shalati dan tidak di mandikan dan tidak boleh di layat oleh siapapun karena sudjiatmi meninggal dunia akibat serangan virus corona. disaat penguburan, peti mati sudjiatmi di lempar begitu saja di dalam lobang kubur, agar si pengubur jenazah tidak tertular virus corona jenis covid-19",foto kubur jenazah kandung presiden joko widodo tinggal dunia serang virus corona jenazah hj sudjiatmi sengaja shalati mandi layat sudjiatmi tinggal dunia akibat serang virus corona saat kubur peti mati sudjiatmi lempar lobang kubur si kubur jenazah tular virus corona jenis covid 19
2500,583345,1,2020-03-16 00:00:00,Video Jokowi biarkan TKA CHINA yg datang dari PUSAT WABAH CORONA utk masuk & tinggal di Indonesia,"AWAS CORONA DATANG JOKOWI GILAAAAAA …
 Saat-saat sangat genting WABAH CORONA di Tanah Air spt sekarang ini, justru masih mengizinkan TKA CHINA ramai-ramai datang ke Kendari Sultra.",583345.png,"video jokowi biarkan tka china yg datang dari pusat wabah corona utk masuk & tinggal di indonesia awas corona datang jokowi gilaaaaaa … saat-saat sangat genting wabah corona di tanah air spt sekarang ini, justru masih mengizinkan tka china ramai-ramai datang ke kendari sultra.",video jokowi biar tka china pusat wabah corona masuk tinggal indonesia awas corona jokowi gilaaaaaa genting wabah corona tanah air spt izin tka china ramai ramai kendari sultra
2501,583363,1,2020-03-14 00:00:00,"Queensland, Australia: Actor Tom Hanks has died at the age of 63.","A Queensland Health spokeswoman said the actor passed away late Friday night AEST from complications in relation to Covid-19. The actor and his wife Rita Wilson, were being treated by the Gold Coast University Hospital after recently being diagnosed with the deadly virus.",583363.png,"queensland, australia: actor tom hanks has died at the age of 63. a queensland health spokeswoman said the actor passed away late friday night aest from complications in relation to covid-19. the actor and his wife rita wilson, were being treated by the gold coast university hospital after recently being diagnosed with the deadly virus.",queensland australia actor tom hanks died age 63 queensland health spokeswoman said actor passed away late friday night aest complications relation covid 19 actor wife rita wilson treated gold coast university hospital recently diagnosed deadly virus
